conceptUri,preferredLabel,altLabels
http://data.europa.eu/esco/occupation/00c8d1cf-24f2-47d1-9f10-765e1c102811,technicien d’engins agricoles/technicienne d’engins agricoles,technicien d'engins agricoles|réparateur d'engins agricoles|réparatrice d'engins agricoles|technicienne d'engins agricoles|technicienne d'engins d'exploitation agricole|technicien d'engins d'exploitation agricole
http://data.europa.eu/esco/occupation/0090dd54-057a-4f65-bbe8-f74c4999e8e8,opérateur de machine de production de pâtes alimentaires/opératrice de machine de production de pâtes alimentaires,opératrice de machine de production de pâtes alimentaires|opérateur de machine de production de pâtes alimentaires|opératrice de machine à pâtes|opérateur de machine à pâtes
http://data.europa.eu/esco/occupation/000e93a3-d956-4e45-aacb-f12c83fedf84,opérateur de tréfilerie/opératrice de tréfilerie,opérateur de tréfilerie|opératrice de tréfilerie
http://data.europa.eu/esco/occupation/01da600c-ddb3-4a37-95e9-5301b459ae90,opérateur de production de nitroglycérine/opératrice de production de nitroglycérine,opérateur de séparateur de nitroglycérine/opératrice de séparateur de nitroglycérine|séparatrice de nitroglycérine|opérateur de production de nitroglycérine|séparateur de nitroglycérine/séparatrice de nitroglycérine|séparateur de nitroglycérine|opératrice de séparateur de nitroglycérine|opérateur de séparateur de nitroglycérine|opératrice de production de nitroglycérine
http://data.europa.eu/esco/occupation/00cee175-1376-43fb-9f02-ba3d7a910a58,conducteur d’autobus/conductrice d’autobus,conducteur de bus urbain et interurbain/conductrice de bus urbain et interurbain|conducteur d’autobus|conducteur de bus|chauffeuse de car|conducteur de transport scolaire|chauffeur de car/chauffeuse de car|conductrice de bus|chauffeur de bus|chauffeur de bus/chauffeuse de bus|conducteur de car/conductrice de car|conducteur de transport scolaire/conductrice de transport scolaire|conductrice de transport scolaire|conductrice d’autobus|conductrice de car|conducteur de car|conducteur de bus/conductrice de bus|chauffeur de car|chauffeuse de bus|conducteur de bus urbain et interurbain|conductrice de bus urbain et interurbain
http://data.europa.eu/esco/occupation/02b5b7b0-b856-4ac7-924c-8c35c7880b2a,enduiseur industriel/enduiseuse industrielle,enduiseuse industrielle|enduiseur industriel|opérateur d’enduiseuse - peinture et revêtements industriels/opératrice d’enduiseuse - peinture et revêtements industriels|opérateur d’enduiseuse de production/opératrice d’enduiseuse de production|opérateur d’enduiseuse de production|opératrice d’enduiseuse - peinture et revêtements industriels|opérateur d’enduiseuse - peinture et revêtements industriels|opératrice d’enduiseuse de production
http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa,apiculteur/apicultrice,apicultrice|responsable de ruche|productrice de miel|producteur de miel|apiculteur
http://data.europa.eu/esco/occupation/021663ca-a367-472e-a1f0-6d8ab5b2d860,tuteur/tutrice,gérant de tutelle|gérant de tutelle/gérante de tutelle|déléguée à la tutelle|tuteur|délégué à la tutelle|gérante de tutelle|délégué à la tutelle/déléguée à la tutelle|tutrice
http://data.europa.eu/esco/occupation/0085f271-5999-4d42-b879-75c3b4269883,opérateur de machine à hydrogénation/opératrice de machine à hydrogénation,technicien de machine à hydrogénation|technicienne de machine à hydrogéner|opératrice de machine à hydrogéner|technicienne de machine à hydrogénation|opérateur de machine à hydrogéner|technicien de machine à hydrogéner
http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,gestionnaire de recettes dans le secteur Horeca,responsable des revenus hôteliers|yield manager|gestionnaire des revenus hôteliers
http://data.europa.eu/esco/occupation/026a5233-cad9-4b1d-8852-22c2685ab34e,conducteur de systèmes de pompage de pétrole/conductrice de systèmes de pompage de pétrole,conducteur de système de pompage de pétrole|conductrice de système de pompage de pétrole
http://data.europa.eu/esco/occupation/0152b59d-5005-470c-9273-ef321477d8dc,conducteur de machines de produits non tissés/conductrice de machines de produits non tissés,conductrice de ligne de produits non tissés|conducteur de ligne de produits non tissés/conductrice de ligne de produits non tissés|opératrice en fabrication de produits non tissés|opérateur en fabrication de produits non tissés|conducteur de ligne de produits non tissés|conducteur de machines de produits non tissés|conductrice de machines de produits non tissés|opérateur en fabrication de produits non tissés/opératrice en fabrication de produits non tissés
http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,ingénieur en biotechnologies de la santé/ingénieure en biotechnologies de la santé,ingénieur en biotechnologies de la santé|ingénieure en biotechnologies de la santé
http://data.europa.eu/esco/occupation/0264b794-3771-47aa-a675-78bf13b62ee7,auxiliaire juridique,assistante notariale|assistante de cabinet juridique|assistant de justice|assistant notarial|assistante de service juridique|assistant de service juridique|assistant de cabinet juridique|assistante de justice
http://data.europa.eu/esco/occupation/0044c991-c26f-4261-a213-4bd1c0564a4c,aide-laborantin d’analyses médicales/aide-laborantine d’analyses médicales,aide-laborantine d'analyses médicales|aide-laborantin d'analyses médicales
http://data.europa.eu/esco/occupation/02bd7cac-8263-4425-b03d-19001ffe8787,responsable d’écloserie,
http://data.europa.eu/esco/occupation/006cc1f9-2841-41c3-991a-dc3f2f3bd533,physiothérapeute,masseuse kinésithérapeute|masseur kinésithérapeute/masseuse kinésithérapeute|masseur kinésithérapeute
http://data.europa.eu/esco/occupation/01a83071-6533-4675-b2da-f0c6d02669f5,chargé d’indemnisation en assurances/chargée d’indemnisation en assurances,chargé d'indemnisation en assurances|chargée d'indemnisation en assurances
http://data.europa.eu/esco/occupation/00ab5610-e715-428f-99f6-b1e5e469dbcd,responsable sécurité sanitaire en agroalimentaire,responsable qualité sécurité environnement en agroalimentaire
http://data.europa.eu/esco/occupation/02447817-ea01-4d8b-b09c-8bc128e447e6,carreleur/carreleuse,faïencière|mosaïste|carreleur|carreleur chef d'équipe|aide carreleur|carreleuse chef d'équipe|carreleuse|aide carreleuse|faïencier
http://data.europa.eu/esco/occupation/00674f21-2f8f-4a41-9896-133f7cbe2a6e,assistant pédagogique en école élémentaire/assistante pédagogique en école élémentaire,assistant pédagogique en école élémentaire|assistante pédagogique en école élémentaire
http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97,technicien de la sécurité du trafic aérien/technicienne de la sécurité du trafic aérien,technicien de la sécurité du trafic aérien|technicienne de la sécurité du trafic aérien
http://data.europa.eu/esco/occupation/02609ece-cea3-43fa-bf38-b6fb821f28b2,responsable d’organisateurs de voyages,responsable de voyagistes|gestionnaire de tour-opérateurs|gestionnaire d’organisateurs de voyages|responsable de tour-opérateurs
http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,chargé de mission logement/chargée de mission logement,chargée de mission logement|chargé de mission logement
http://data.europa.eu/esco/occupation/02375132-3290-4221-bf55-d93ec61a3bf3,tisseur/tisseuse,tisseur|tisserand|tisserande|tisseuse
http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34,directeur technique/directrice technique,directrice technique|directeur technique|régisseur/régisseuse|régisseur|régisseuse
http://data.europa.eu/esco/occupation/00913533-5237-4870-9003-d1cb806603c9,débitant de tabac/débitante de tabac,gérant de débit de tabac|débitante de tabac|débitant de tabac|gérante de débit de tabac|buraliste
http://data.europa.eu/esco/occupation/01484951-15e6-4b88-a20f-1201868d36a0,chef cuisinier/cheffe cuisinière,chef cuisinier|cheffe de cuisine|cheffe cuisinière|chef de cuisine|première cheffe|premier chef|responsable de la cuisine
http://data.europa.eu/esco/occupation/0249b723-1d20-4ff9-8623-d20b98d0b4a4,gérant de magasin de chaussures et accessoires en cuir/gérante de magasin de chaussures et accessoires en cuir,gérant de magasin de chaussures et accessoires en cuir|gérante de magasin de chaussures et accessoires en cuir|responsable de magasin de chaussures et accessoires en cuir
http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,responsable import-export de viandes et de produits à base de viande,
http://data.europa.eu/esco/occupation/00634fc4-802a-461b-8af0-499273756f99,technicien de laboratoire asphaltes/technicienne de laboratoire asphaltes,technicien de laboratoire bitumes|technicienne de laboratoire asphaltes|technicien de laboratoire asphaltes|technicienne de laboratoire bitumes
http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,géomètre minier/géomètre minière,géomètre des mines|géomètre minière|géomètre minier
http://data.europa.eu/esco/occupation/029a5b78-4d1c-4cf9-a2d2-bb8d8729b8a3,fabricant de vêtements et équipements de protection individuelle/fabricante de vêtements et équipements de protection individuelle,fabricante de vêtements et équipements de protection individuelle|fabricant de vêtements et équipements de protection individuelle
http://data.europa.eu/esco/occupation/009d29de-5872-43be-8d9b-abd27f8c99f1,"responsable de comptoir en location d’autres machines, équipements et biens matériels","agente de comptoir en location d'autres machines, équipements et biens matériels|agent de comptoir en location d'autres machines, équipements et biens matériels"
http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95,directeur d'établissement d'enseignement supérieur/directrice d'établissement d'enseignement supérieur,directrice d'établissement d'enseignement supérieur|directeur d'établissement d'enseignement supérieur
http://data.europa.eu/esco/occupation/00747307-6341-4266-a061-25416f7c6a96,professeur de théâtre/professeure de théâtre,professeur d’art dramatique/professeure d’art dramatique|professeure d’art dramatique|professeur d’art dramatique|professeure de théâtre|professeur de théâtre
http://data.europa.eu/esco/occupation/0181835d-dd00-49e2-9fc4-e1382a65957f,superviseur de poseurs en isolation thermique/superviseuse de poseurs en isolation thermique,superviseuse de poseurs en islation thermique|superviseur de poseurs en isolation thermique
http://data.europa.eu/esco/occupation/01bcac9f-7881-4664-bd63-dea700e3b117,directeur artistique mode/directrice artistique mode,responsable de collection habillement|directeur de collection habillement|directeur artistique habillement|directrice artistique habillement|directrice de collection habillement
http://data.europa.eu/esco/occupation/0019b951-c699-4191-8208-9822882d150c,contrôleur qualité des instruments de précision/contrôleuse qualité des instruments de précision,contrôleuse qualité des instruments de précision|contrôleur qualité des instruments de précision
http://data.europa.eu/esco/occupation/01989dd8-36c0-43cc-a82d-2bfc409de9c4,ingénieur démantèlement déconstruction/ingénieure démantèlement déconstruction,ingénieure démantèlement déconstruction|ingénieur conception démantèlement/ingénieure conception démantèlement|ingénieur conception démantèlement|ingénieure conception démantèlement|ingénieur démantèlement déconstruction
http://data.europa.eu/esco/occupation/02d4f153-8e43-444d-8bd4-8171d49eab12,tailleur d’engrenage/tailleuse d’engrenage,tailleuse d’engrenage|tailleur d’engrenage
http://data.europa.eu/esco/occupation/02ff199e-38b3-45fd-b659-68846cfeeb92,installateur de systèmes d’extinction automatique à eau/installatrice de systèmes d’extinction automatique à eau,installateur de sprinkler|installatrice de sprinkler|installateur de systèmes d'extinction automatique à eau|installatrice de systèmes d'extinction automatique à eau
http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,ingénieur de télécommunications/ingénieure de télécommunications,ingénieure des systèmes de télécommunications|ingénieur télécom|ingénieure en télécommunications|ingénieure de télécommunications|ingénieure telecom|ingénieur en télécommunications|ingénieur de télécommunications|ingénieur des systèmes de télécommunications
http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7,responsable de l’hébergement,responsable des services d’hébergement|responsable des chambres|directeur des services d’hébergement|directrice des services d’hébergement|directrice de l’hébergement|directeur de l’hébergement
http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072,professeur spécialisé de l’enseignement général/professeure spécialisée de l’enseignement général,professeur spécialisé de l’enseignement général|enseignante spécialisée du second degré|enseignant spécialisé du second degré|enseignant spécialisé du second degré/enseignante spécialisée du second degré|professeure spécialisée de l’enseignement général
http://data.europa.eu/esco/occupation/03632d98-0ae3-4dd2-941c-3b48de9a0219,directeur de production de spectacles/directrice de production de spectacles,directeur de production de spectacles|administratrice de production de spectacles|administrateur de production de spectacles|directrice de production de spectacles
http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,formateur «lutte contre l’illettrisme/français langue étrangère»/formatrice «lutte contre l’illettrisme/français langue étrangère»,"formateur ""lutte contre l’illettrisme/français langue étrangère""|formatrice ""lutte contre l’illettrisme/français langue étrangère"""
http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,responsable de la logistique distribution d'équipements et composants électroniques et de télécommunications,
http://data.europa.eu/esco/occupation/02e94cd6-8e6d-4e9b-b695-edb460c70528,peintre sur céramique,
http://data.europa.eu/esco/occupation/02f26b2f-879c-4811-8381-65e8dd3f4a16,responsable qualité chaussure,
http://data.europa.eu/esco/occupation/06461fc3-1274-40a1-9322-dfc2753f5eea,technicien en filature/technicienne en filature,technicien en filature|technicienne en filature
http://data.europa.eu/esco/occupation/0477b9b0-8d2d-4eec-aaad-bac11092e98b,opérateur de mélangeur/opératrice de mélangeur,ouvrière au mélangeur d’ardoise|opératrice de mélangeur|ouvrier au mélangeur de schiste/ouvrière au mélangeur de schiste|malaxeur-mélangeur|malaxeuse-mélangeuse|opérateur de mélangeur|ouvrier au mélangeur d’ardoise|ouvrier au mélangeur d’ardoise/ouvrière au mélangeur d’ardoise|ouvrier au mélangeur de schiste|ouvrière au mélangeur de schiste|malaxeur-mélangeur/malaxeuse-mélangeuse
http://data.europa.eu/esco/occupation/056bef79-c125-47ab-b6b9-8eed05c9458c,technicien des télécommunications/technicienne des télécommunications,technicienne des télécommunications|technicien télécommunications|technicienne de la télécommunication|technicienne télécommunications|technicienne des télécoms|technicien de la télécommunication|technicien des télécommunications|technicien des télécom|technicienne des télécom
http://data.europa.eu/esco/occupation/03e02554-15d1-4697-960c-8909e7d36f7e,conducteur de tramway/conductrice de tramway,conductrice de métro-RER|conducteur de métro-RER/conductrice de métro-RER|conducteur de tramway|conductrice du réseau ferré urbain|conducteur du réseau ferré urbain|conductrice de tram|conducteur du réseau ferré urbain/conductrice du réseau ferré urbain|conducteur de tram/conductrice de tram|conductrice de tramway|conducteur de métro-RER|conducteur de tram
http://data.europa.eu/esco/occupation/0368c4d4-94cf-4168-a84d-283a25880e0d,responsable en production métallurgique,
http://data.europa.eu/esco/occupation/0611f232-b30e-46c7-9c26-2d59b1448e79,criminologue,
http://data.europa.eu/esco/occupation/0458929a-f6c9-40ed-8ce3-caa9f03a6b5b,opérateur de broyeur de café/opératrice de broyeur de café,broyeuse de café|broyeur de café|opératrice de broyeur de café|opérateur de broyeur de café
http://data.europa.eu/esco/occupation/056f1849-7ff8-4d6f-9b8a-176a610bba44,démonstrateur/démonstratrice,conseiller|conseillère|démonstrateur|animateur-démonstrateur|animatrice-démonstratrice|démonstratrice
http://data.europa.eu/esco/occupation/045f05f2-4ff8-46b2-9d08-e12a81657498,assistant médico-administratif/assistante médico-administrative,sténographe médicale|secrétaire médical|assistante médico-administrative|secrétaire médicale|sténographe médical|assistant médico-administratif
http://data.europa.eu/esco/occupation/044d78cc-f62f-4532-83a5-8e04f2889652,assistant administratif/assistante administrative,assistante administrative|assistant administratif
http://data.europa.eu/esco/occupation/0663d464-f139-4554-ae87-97aa6c4dad77,poseur de revêtements souples de sols/poseuse de revêtements souples de sols,poseuse de revêtements souples de sols|poseur de linoléum|poseuse de linoléum|poseur de revêtements souples de sols
http://data.europa.eu/esco/occupation/06351e17-67c4-44bc-adf7-64b73f92c3b5,technicien métallurgiste/technicienne métallurgiste,technicienne métallurgiste|technicien métallurgiste
http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,instituteur d’école primaire/institutrice d’école primaire,professeur des écoles|maîtresse d’école primaire|instituteur d’école primaire|enseignant des écoles/enseignante des écoles|professeur des écoles/professeure des écoles|professeure des écoles|enseignant des écoles|maître d’école primaire|maître d’école primaire/maîtresse d’école primaire|institutrice d’école primaire|enseignante des écoles
http://data.europa.eu/esco/occupation/05f6eaeb-b285-46bd-a44a-225bd429e329,désosseur-pareur/désosseuse-pareuse,ouvrier de découpe de viandes|boucher pareur|découpeuse de viandes|ouvrière de découpe de viandes|pareuse de viandes|découpeur de viandes|désosseuse-pareuse|pareur de viandes|désosseur-pareur|bouchère pareuse
http://data.europa.eu/esco/occupation/04849c5c-9236-4a75-aabb-11c6d03e459c,technicien en ingénierie marine/technicienne en ingénierie marine,technicienne en génie maritime|technicienne en ingénierie marine|technicien en ingénierie marine|technicien en génie maritime
http://data.europa.eu/esco/occupation/040fcfa5-24be-43eb-afd5-828297175b16,opérateur en entrepôt dans le secteur de l’habillement/opératrice en entrepôt dans le secteur de l’habillement,opératrice en entrepôt dans le secteur de l'habillement|opérateur en entrepôt dans le secteur de l'habillement
http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,ingénieur carrières/ingénieure carrières,ingénieur carrières et matériaux|ingénieure carrières|ingénieur carrières et matériaux/ingénieure carrières et matériaux|ingénieur carrières|ingénieure carrières et matériaux
http://data.europa.eu/esco/occupation/04b52c04-0620-4558-8f89-e252de2963ff,directeur de maison de ventes aux enchères/directrice de maison de ventes aux enchères,directrice de maison de ventes aux enchères|directeur de maison de ventes aux enchères
http://data.europa.eu/esco/occupation/05f321f8-055b-407d-bf19-e0ddabda56b7,maçon/maçonne,maçonne|briqueteuse|maçon-briqueteur|briqueteur|maçon|maçonne-briqueteuse
http://data.europa.eu/esco/occupation/0599d0e7-398f-464b-97bb-427686f27d50,instructeur maritime/instructrice maritime,instructrice maritime|instructeur maritime
http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,analyste logiciel,analyste software|analyste de logiciels|analyste d'applications|analyste informatique
http://data.europa.eu/esco/occupation/05ae3e87-36ad-428f-a086-8a2ed458db3b,opérateur de sciage bois/opératrice de sciage bois,opérateur de scie circulaire|opérateur de sciage bois|opératrice de scie circulaire|opératrice de sciage bois|opérateur de scie circulaire/opératrice de scie circulaire
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,administrateur sécurité informatique/administratrice sécurité informatique,responsable de la sécurité des technologies de l'information et de la communication|administratrice sécurité informatique|directrice de la sécurité TIC|gestionnaire sécurité informatique|directeur de la sécurité informatique|administrateur sécurité informatique|responsable de la sécurité des TIC|directrice de la sécurité informatique|responsable de l'administration de sécurité informatique|directeur de la sécurité de la technologie de l'information et de la communication|directeur de la sécurité TIC|directrice de la sécurité de la technologie de l'information et de la communication
http://data.europa.eu/esco/occupation/05a06850-d465-481e-9d68-792d4ad1da3e,vendeur en devises/vendeuse en devises,vendeur en devises|vendeuse en devises
http://data.europa.eu/esco/occupation/0663da10-e42c-41e8-992c-07d00ac97bea,technicien qualité en fabrication d’articles textiles/technicienne qualité en fabrication d’articles textiles,technicienne qualité en fabrication d’articles textiles|technicien qualité en fabrication d’articles textiles
http://data.europa.eu/esco/occupation/05ebeb56-6ceb-488d-ba91-ed15088efc8e,superviseur de la construction de ponts/superviseuse de la construction de ponts,superviseuse de la construction de ponts|superviseur de la construction de ponts
http://data.europa.eu/esco/occupation/0633ec3f-91f1-4038-bc29-e0ec4cd7f1e9,"chef de chantier pétrole, gaz","cheffe de chantier pétrole, gaz"
http://data.europa.eu/esco/occupation/061f56c6-36eb-4aa7-b5ef-98b7a569da1c,opérateur vidéo/opératrice vidéo,opératrice vidéo|opérateur vidéo
http://data.europa.eu/esco/occupation/036dc42f-bd4d-4533-a3cc-fcd313227ce3,ajusteur-monteur de moteurs d’avion/ajusteuse-monteuse de moteurs d’avion,mécanicienne moteur en aéronautique|ajusteuse-monteuse de moteurs d’avion|ajusteur-monteur de moteurs d’avion|mécanicien moteur en aéronautique/mécanicienne moteur en aéronautique|mécanicien moteur en aéronautique
http://data.europa.eu/esco/occupation/062d666b-8b5f-4ff2-9047-113831eb3e9f,poissonnier/poissonnière,employé de marée|marchand de marée|marchande de marée|écaillère|écailler|poissonnier|poissonnière|employée de marée|mareyeuse|mareyeur
http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,directeur comptable/directrice comptable,directeur des services comptables|cheffe comptable|directrice des services comptables|chef comptable|directrice comptable|directeur comptable
http://data.europa.eu/esco/occupation/05a55bb3-68d6-4ff0-83fd-46a68a45a598,technicien en ingénierie aérospatiale/technicienne en ingénierie aérospatiale,technicien en ingénierie aérospatiale|technicienne en ingénierie aérospatiale
http://data.europa.eu/esco/occupation/040f62f5-d570-4d3f-b732-c8ea4afc2738,superviseur assemblage en équipement de réservoirs/superviseuse assemblage en équipement de réservoirs,superviseur assemblage en équipement de réservoirs|superviseuse assemblage en équipement de réservoirs
http://data.europa.eu/esco/occupation/03b55cb5-9735-4582-8e20-2b1cb76635cb,gérant de magasin d'équipement audiologique/gérante de magasin d'équipement audiologique,gérant de magasin d'équipement audiologique|responsable de magasin d'équipement audiologique|gérante de magasin d'équipement audiologique|responsable de magasin d'équipement d'audiologie
http://data.europa.eu/esco/occupation/0552ff45-b282-455c-b431-fb05a0e00801,responsable de fonderie,
http://data.europa.eu/esco/occupation/03b9d7c4-9590-4e0d-97a7-470254e165d4,vendeur en bricolage/vendeuse en bricolage,conseiller en bricolage|conseillère en bricolage|vendeur en bricolage|vendeuse en bricolage
http://data.europa.eu/esco/occupation/046574a1-9bb3-4a80-8a7b-83dc7db1dae2,chef d’équipe maçon/chef d’équipe maçonne,cheffe d'équipe maçonne|chef d'équipe maçonne|chef d'équipe maçon
http://data.europa.eu/esco/occupation/066a9d8f-3948-409c-a3cf-ed8ed37cfe22,ouvrier d’atelier de séchage du tabac/ouvrière d’atelier de séchage du tabac,ouvrière d'atelier de séchage du tabac|préposé au sécheur|préposé au séchage du tabac|ouvrière de séchoir à tabac|ouvrier de séchoir à tabac|préposée au séchage du tabac|ouvrier d'atelier de séchage du tabac|préposée au sécheur
http://data.europa.eu/esco/occupation/06bd6285-13ed-4ea7-90cc-e9638a0600a9,technicien en batterie automobile/technicienne en batterie automobile,technicien en batterie automobile|technicienne en batterie automobile
http://data.europa.eu/esco/occupation/066fe11d-10e4-4fec-bd27-3e78797500b9,émailleur/émailleuse,émailleur|émailleuse
http://data.europa.eu/esco/occupation/06ac0f53-431e-4bc6-acb8-2f5da041b5d3,répétiteur de ballet/répétitrice de ballet,répétitrice de ballet|répétiteur de ballet
http://data.europa.eu/esco/occupation/06f89f2c-c6e9-40c5-a4a5-0e34d5fbc184,styliste chaussure,
http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763,directeur d’agence publique pour l’emploi/directrice d’agence publique pour l’emploi,directeur d'agence publique pour l'emploi|directrice d'agence publique pour l'emploi
http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,consultant en recrutement/consultante en recrutement,consultant en recrutement|consultante en recrutement
http://data.europa.eu/esco/occupation/068df7d1-516f-4829-b339-294cb0cf6318,concepteur lumière/conceptrice lumière,concepteur lumière|conceptrice lumière|régisseuse lumière|régisseur lumière|créatrice lumière|créateur lumière
http://data.europa.eu/esco/occupation/072279cf-ed39-47e7-af23-ee6df571eb24,patronnier gradeur/patronnière gradeuse,patronnier gradeur|patronnière gradeuse
http://data.europa.eu/esco/occupation/0752ed49-03e7-4d75-8314-a051b3771a1d,administrateur de la fonction publique/administratrice de la fonction publique,administrateur de la fonction publique|administratrice de la fonction publique|administratrice civile|administrateur civil|administratrice de la fonction publique territoriale|administrateur de la fonction publique territoriale
http://data.europa.eu/esco/occupation/068c2787-58ff-468e-bbb6-c4e5dd6ee482,actuaire,chargé d’études actuarielles|chargée d’études actuarielles|chargé d’études actuarielles/chargée d’études actuarielles
http://data.europa.eu/esco/occupation/0a9eb24a-13e7-4847-8f6e-a776771ac96b,patronnier CAO-DAO/patronnière CAO-DAO,infographiste textile|patronnière CAO-DAO|patronnier CAO-DAO
http://data.europa.eu/esco/occupation/0ab77768-9031-4ccc-9ab8-1f73cbb36bc7,technicien de fabrication en industrie papetière - papiers d’hygiène/technicienne de fabrication en industrie papetière - papiers d’hygiène,technicien de fabrication en industrie papetière - papiers d’hygiène|technicienne de fabrication en industrie papetière - papiers d’hygiène
http://data.europa.eu/esco/occupation/09a40a9a-2b60-422c-abe4-96d829bc27df,restaurateur d’objets d’art/restauratrice d’objets d’art,restauratrice d'objets d’art|restaurateur d'objets d’art
http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,juge,magistrat|magistrat/magistrate|magistrate
http://data.europa.eu/esco/occupation/09a9a956-db70-436f-8398-d85a17f6cdfe,animateur/animatrice,animatrice|animateur de spectacles|animateur|animatrice radio|animatrice de spectacles|animateur radio|animateur TV/animatrice TV|animateur radio/animatrice radio|animatrice TV|animateur TV|animateur de spectacles/animatrice de spectacles
http://data.europa.eu/esco/occupation/0ab64770-9fd7-4baf-8abf-b1ac0e1538ba,opérateur de presse de forge hydraulique/opératrice de presse de forge hydraulique,opérateur de presse de forge hydraulique|opératrice de presse de forge hydraulique
http://data.europa.eu/esco/occupation/07b91f36-8272-493a-8e1c-5625e77efe68,danseur/danseuse,danseur|danseuse
http://data.europa.eu/esco/occupation/0809ea8a-4f77-4351-a7f1-b9a7b99b6c0b,météorologue présentateur/météorologue présentatrice,météorologue présentateur|météorologue présentatrice|présentateur météorologue|présentatrice météorologiste|présentatrice météorologue|présentateur météorologue/présentatrice météorologue|météorologiste présentatrice|présentateur météorologiste/présentatrice météorologiste|présentateur météorologiste|météorologiste présentateur/météorologiste présentatrice|météorologiste présentateur
http://data.europa.eu/esco/occupation/099c6bb0-22d3-4c5d-8bf5-70910af381ef,coiffeur/coiffeuse,barbière|coiffeur|barbier|coiffeuse
http://data.europa.eu/esco/occupation/08f5481e-9233-4ef2-9e4b-945224879ce5,technicien de mise en service/technicienne de mise en service,technicienne de mise en service|technicien de mise en service
http://data.europa.eu/esco/occupation/080bce18-066b-4431-90ed-e07608f73fe0,artiste urbain/artiste urbaine,artiste urbaine|artiste urbain
http://data.europa.eu/esco/occupation/094b9f9b-7e89-4f34-adbb-fbaf7246f7a4,agent de réseau d’eau/agente de réseau d’eau,agente de réseau d'eau|agent de réseau d'eau
http://data.europa.eu/esco/occupation/08edf4c5-3551-4690-9d09-f9b8b9194c90,cintrier/cintrière,cintrière|machiniste théâtre|rigger|opérateur d'équipe motorisée automatisée|opératrice d'équipe motorisée automatisée|cintrière-machiniste|cintrier|cintrier-machiniste
http://data.europa.eu/esco/occupation/082c234c-0dda-490a-b5af-757c3e48da90,sportif professionnel/sportive professionnelle,joueur professionnel de volley-ball|catcheur|cycliste|cavalier dresseur de chevaux|pilote automobile|catcheuse|cavalière dresseuse de chevaux|jockey|sportive de haut niveau|skipper professionnel|sportive professionnelle|sportif professionnel|skipper professionnelle|picador|sportif de haut niveau|joueuse professionnelle de volley-ball
http://data.europa.eu/esco/occupation/080fc550-b7ca-4576-aaf5-06fffbede994,directeur d'établissement thermal/directrice d'établissement thermal,directeur d'établissement thermal|directrice d'établissement thermal
http://data.europa.eu/esco/occupation/08984bec-31d8-4bb0-aa2f-d557761ff029,vétérinaire spécialisé,vétérinaire spécialiste|vétérinaire spécialiste de la gestion de la santé des petits ruminants|vétérinaire spécialisé dans la gestion de la santé bovine|nutritionniste comparatif vétérinaire|cardiologue vétérinaire|neurologue vétérinaire|vétérinaire spécialisé dans la médecin|ophtalmologue vétérinaire|dermatologue vétérinaire|pharmacien et toxicologue vétérinaire|pathologiste clinique vétérinaire|oncologue vétérinaire|vétérinaire spécialisé en médecine zoologique|spécialiste de la thériogénologie vétérinaire|vétérinaire spécialisé dans les petits mammifères|vétérinaire spécialisé dans la médecine du sport et la rééducation|vétérinaire spécialiste de la médecine comportementale animalière|vétérinaire spécialisé dans les animaux de laboratoire|pathologiste vétérinaire|vétérinaire spécialisé dans la santé des animaux aquatiques|vétérinaire spécialiste de la gestion de la santé animalière|vétérinaire spécialisé dans l'imagerie diagnostique|scientifique vétérinaire spécialisé dans la volaille
