conceptUri,preferredLabel,altLabels
http://data.europa.eu/esco/skill/811ed6d8-701a-4da9-a28b-e2c8a9490210,engrais,
http://data.europa.eu/esco/skill/8108e0ae-98f0-494c-9199-ec3bee50446a,installer une régie lumière,
http://data.europa.eu/esco/skill/810b7858-fb19-4c61-b05a-7cd04bb61336,gérer les objets trouvés,
http://data.europa.eu/esco/skill/80c042de-bc1a-4d78-b266-35bc80ba3093,conception architecturale,création architecturale
http://data.europa.eu/esco/skill/80d3b9f6-2d66-4f16-b05c-af8ac6f0e9c9,repérer des défauts sur des peaux brutes,
http://data.europa.eu/esco/skill/81086bb0-a110-470d-ba5a-2c68fc535407,gérer le programme de communication des données de vol,
http://data.europa.eu/esco/skill/80e7418e-7434-456c-85e1-e8aef626a8c0,coordonner la fourniture d’un service de restauration collective,
http://data.europa.eu/esco/skill/80fd3515-01bf-44ac-aa49-41e865296277,préparer la documentation sanitaire,
http://data.europa.eu/esco/skill/808d259b-acce-4ca5-8169-97bb1790f346,assurer un changement rapide de coiffure,
http://data.europa.eu/esco/skill/81192ed1-cabc-48c5-bbc3-9ff06d3f2958,comprendre le coréen parlé,
http://data.europa.eu/esco/skill/80ffa169-a3ff-47a8-9be1-7731ba543739,prothèses,
http://data.europa.eu/esco/skill/812590e4-7108-4016-baba-957dcf8213ae,se tenir au courant de la situation politique,
http://data.europa.eu/esco/skill/80e961f6-1482-4a28-9810-941b8aea1e86,synchroniser du son et des images,
http://data.europa.eu/esco/skill/8143d024-c593-49d2-834a-e9e9df1110b8,contenu des consignes de navigabilité,
http://data.europa.eu/esco/skill/81656210-5615-4a69-acb8-5f6bbc9533ae,mener des recherches à propos de sa communauté cible,
http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,utiliser un logiciel de traitement de texte,
http://data.europa.eu/esco/skill/81672802-5463-4676-87aa-3d0f7d8d4f8e,cadre pour un système de gestion de la sécurité,
http://data.europa.eu/esco/skill/815d1585-1706-4d01-b178-535df35bf403,traiter du bois,
http://data.europa.eu/esco/skill/814de1ac-90f5-4e23-9363-a48742e1e721,éviter les retards de réception de matières premières,
http://data.europa.eu/esco/skill/814f3782-62cb-4af8-8b13-98a71c5f60a2,installer un chauffage au sol et un chauffage mural,
http://data.europa.eu/esco/skill/8157b8e0-433b-4fe6-b520-3fc7377c8d2e,établir le budget de projets artistiques,
http://data.europa.eu/esco/skill/81513fdf-5ea9-4375-9bc4-67ad959ac5de,contacter des clients,
http://data.europa.eu/esco/skill/81665015-4963-472c-9b5a-f2cf13ae9de0,instrumentation des centrales électriques,
http://data.europa.eu/esco/skill/81f03b64-4f82-4bc4-b67d-894ddc97985b,appliquer les règles de sécurité ferroviaire,
http://data.europa.eu/esco/skill/81a51be0-b205-4853-b8a7-3e11aaf2ad64,évaluer des sites pour l’installation de lignes électriques,
http://data.europa.eu/esco/skill/8193f6c6-80d5-4542-a316-2b783e3d8ad9,planifier le programme d’apprentissage,
http://data.europa.eu/esco/skill/81c49164-318c-4e95-945a-06ecf64ad111,garantir le respect de la réglementation relative aux transports,
http://data.europa.eu/esco/skill/81a66a2f-6286-466f-be26-307c85136d6a,gérer les ressources financières de services liés à des véhicules,
http://data.europa.eu/esco/skill/819278a5-96a7-41f6-9a65-171f91b3fe54,assembler des lentilles,
http://data.europa.eu/esco/skill/81996247-a420-40df-a8cc-f93bdba97d91,utiliser un mélangeur à peinture,
http://data.europa.eu/esco/skill/81db5616-3c98-4317-a728-5dae08d44bd4,comprendre la terminologie des affaires financières,
http://data.europa.eu/esco/skill/81c50c62-f78e-4aa1-a252-5a714318c7aa,manipuler des matériaux pour dispositifs médicaux,
http://data.europa.eu/esco/skill/81d47290-6046-44c9-96e0-7d54542072b5,garantir la santé et la sécurité du personnel,
http://data.europa.eu/esco/skill/81c19090-1585-42e9-9b8a-ac17bad0319e,règles juridiques régissant les scènes de combat,règlementation des combats dans les arts du spectacle
http://data.europa.eu/esco/skill/81eacdc3-5f23-4236-b936-2e578b7e936c,peser des marchandises,
http://data.europa.eu/esco/skill/8215234e-d2eb-45cf-8a1a-c57c2ebef1b7,analyser un système éducatif,
http://data.europa.eu/esco/skill/81fad068-0a1b-4311-867f-6cb9a60f785a,actualiser des permis,
http://data.europa.eu/esco/skill/81b7bab6-4662-4002-96ae-605ae26b8cb4,évaluer des étudiants en stage dans des services sociaux,
http://data.europa.eu/esco/skill/8203b07a-8097-4383-aff6-603b7df7f0f4,systèmes de guichets automatiques,
http://data.europa.eu/esco/skill/819c55a7-8bc7-423a-9b3b-7adf5a6e6a5b,envoyer des prélèvements biologiques au laboratoire,
http://data.europa.eu/esco/skill/81d5b408-e805-4788-8dbd-42f22e8fd199,préparer des cocktails,élaborer des cocktails|préparer des cocktails alcoolisés et non alcoolisés|élaborer des cocktails alcoolisés et non alcoolisés
http://data.europa.eu/esco/skill/81b082fb-9a00-4660-976a-10c985979100,IBM InfoSphere Information Server,
http://data.europa.eu/esco/skill/816cb632-848e-43ee-9be0-d13b685498f8,joint-ventures,coentreprises|entreprises communes|entreprises conjointes
http://data.europa.eu/esco/skill/817aac8a-a0e2-46ad-adef-02338830e052,installer un plafond tendu,
http://data.europa.eu/esco/skill/8182e1fc-3933-4c4a-83bf-f77478a29949,régler les propriétés de découpe,
http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd,analyser des données de tests,
http://data.europa.eu/esco/skill/81f53835-1dfe-4819-8bc1-01d9b647add8,types d’installations de stockage,
http://data.europa.eu/esco/skill/81824871-4923-4618-85d5-dfd137568c37,effectuer des recherches sur les besoins des voyageurs,
http://data.europa.eu/esco/skill/8215bbba-2f6d-4530-bf41-904d871eaf72,manœuvrer des poids-lourds,
http://data.europa.eu/esco/skill/81dc035c-921b-4fea-a453-94538e86097c,communiquer des messages aux gens,
http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b,menaces environnementales,
http://data.europa.eu/esco/skill/820795ff-170b-48a0-93e3-326c4e2db201,créer des figurines en argile,créer des personnages en terre
http://data.europa.eu/esco/skill/818c2b89-1335-4443-ada7-e1046862e273,installer des composants d’automatisation,
http://data.europa.eu/esco/skill/81fc558f-aa9c-4f57-89fe-0a4c502c59d9,diriger des jeux d’argent,
http://data.europa.eu/esco/skill/81b63a80-099d-47e3-8582-14703a6c5816,perfusion clinique,
http://data.europa.eu/esco/skill/81d274bc-6dbf-4003-bcba-f76478d5d930,énergie nucléaire,
http://data.europa.eu/esco/skill/8168333b-8257-48f6-82c5-6b5128c21ecc,soins axés sur l’individu,
http://data.europa.eu/esco/skill/82068fe6-183e-4396-9996-27d0152d713a,sociologie appliquée aux sciences paramédicales,
http://data.europa.eu/esco/skill/81e812e6-cf9e-4166-9b3c-b0b8492fe354,gérer l’élaboration de matériel promotionnel,
http://data.europa.eu/esco/skill/81b6d428-028b-4bf5-89a2-5e5cb4a8c444,fournir des services de rééducation après un AVC,
http://data.europa.eu/esco/skill/81d1da98-f00d-45f0-a908-327b50a631b9,biophysique,
http://data.europa.eu/esco/skill/81d2eb6a-0db6-4fde-8f99-c9cb3718fcb8,technologie traversante,technologie THT
http://data.europa.eu/esco/skill/81a0ab17-190e-4838-a9e7-c895a28c3ddc,sélectionner les ingrédients d’une laque,
http://data.europa.eu/esco/skill/822e7177-9868-43b7-a31c-9bea1e8a57ec,établir le diagnostic d’un circuit de carburant,
http://data.europa.eu/esco/skill/823043e5-1158-44f2-81ff-e178ba177efd,sélectionner des métaux pour les bijoux,
http://data.europa.eu/esco/skill/82411c03-0e3d-4d18-beb6-57ddb2f3a44a,transporter une foreuse,
http://data.europa.eu/esco/skill/8232979d-6aa4-40c9-a12b-5152a52a76b8,donner des conseils sur le consentement éclairé d’usagers d’un système de santé,
http://data.europa.eu/esco/skill/82312096-4df8-49ce-9cdd-a6e08af56b45,évaluer des services d’information en utilisant des indicateurs chiffrés,
http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,logiciel d’IAO,logiciel d’ingénierie assistée par ordinateur
http://data.europa.eu/esco/skill/821c1504-20b0-4e47-9e69-6a565d17151d,faire les plans d’un puits de pétrole,
http://data.europa.eu/esco/skill/82351205-9087-4569-8104-492b43ad39ec,manipulation de cordages,
http://data.europa.eu/esco/skill/82272427-790d-4fb3-bcfb-aaa81b0a127f,tenir des registres d’inhumation,
http://data.europa.eu/esco/skill/82394321-7f35-4a29-b2fa-4a58f66258f5,simuler des problèmes de transport,
http://data.europa.eu/esco/skill/824b6b77-e1fd-48e2-9d31-84931526b4cc,utiliser une boudineuse,
http://data.europa.eu/esco/skill/82a3247e-bb0d-4b68-a177-a6457f84717f,interagir avec les clients d’exploitations forestières,
http://data.europa.eu/esco/skill/8276e91a-d2c4-4723-9237-ba67da54ff1e,déplacer des terres,
http://data.europa.eu/esco/skill/82bdfb3f-9950-473c-8b47-43d6b7c34b6f,visser et clipser des lames de parquet,
http://data.europa.eu/esco/skill/82b6b024-6369-4d84-ba68-c665b9df53f8,vérifier la solidité de matériaux,
http://data.europa.eu/esco/skill/82d09d1b-8618-44f0-aeeb-2c897a2416fe,interpréter des photos aériennes de bois,
http://data.europa.eu/esco/skill/82c1f267-89cd-4761-a879-45efbcbf81a4,fournir des informations sur les services mortuaires,fournir des informations sur les services funéraires
http://data.europa.eu/esco/skill/82b14cde-76e7-4d4b-b564-c45c014f3ce4,règles sur l'enlèvement des déchets,
http://data.europa.eu/esco/skill/827aedbf-ab78-43f7-86e3-62d99a449a02,types de guitares,
http://data.europa.eu/esco/skill/8296eb2d-c9bf-41fc-be72-781383c51298,fabrication de produits d’assemblage métalliques,
http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2,types de panneaux photovoltaïques,
http://data.europa.eu/esco/skill/826c1cf4-582a-4f1a-805f-98cc2b8000ba,activités des installations de production d’énergie fossile,
http://data.europa.eu/esco/skill/82da5835-1759-4eeb-9d58-a834ee80384e,installer des systèmes pneumatiques,
http://data.europa.eu/esco/skill/824fc4ec-4217-46c5-8a5c-f752bb0d2d73,biologie des nuisibles,
http://data.europa.eu/esco/skill/82e1876d-03be-4e15-b32a-b0967a20df71,participer à l’élaboration de modes opératoires normalisés dans la filière alimentaire,participer à l’élaboration de procédures opératoires standard dans la filière alimentaire|participer à l’élaboration de procédures opérationnelles standardisés dans la filière alimentaire
http://data.europa.eu/esco/skill/82b6f3bc-5dc3-4c8b-a814-9b471df42e02,utiliser du matériel technique pour la stérilisation,
http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,utiliser des outils de sauvegarde et de récupération,
http://data.europa.eu/esco/skill/827ebc71-b406-483e-9617-33c63dd487a0,estimer les coûts de restauration,
http://data.europa.eu/esco/skill/8269dc3d-50ee-46b5-a742-a7d2cb7d90bb,vérifier l’absence d’articles endommagés,
http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5,analyser des échantillons pour mesurer des polluants,
http://data.europa.eu/esco/skill/8259c2c0-2749-41e2-a4a8-4a64a76eab37,techniques de laboratoire,
http://data.europa.eu/esco/skill/82a63a4a-b43b-420c-aa5f-92e6a85368fb,pharmacognosie,
http://data.europa.eu/esco/skill/82ae17ef-a422-4803-923e-d62da42476a9,réviser des documents juridiques,
http://data.europa.eu/esco/skill/82d50117-db00-400f-9f09-708857ef59c2,préparer des rapports de continuité,
http://data.europa.eu/esco/skill/829e07c7-d7d8-4cdf-8c67-3953e7490e42,organiser l’entretien d’avions,
http://data.europa.eu/esco/skill/8241a98f-06cf-4584-92f2-59826dac0702,coordonner les soins à des animaux abandonnés,
http://data.europa.eu/esco/skill/82a1fa7e-7361-45de-90fb-67709eb9d238,élaborer une chorégraphie,
http://data.europa.eu/esco/skill/8299babb-970b-48d1-8839-7235276894cf,résines plastiques,
http://data.europa.eu/esco/skill/82507f16-5b2f-4efa-a4da-d326afd7fcd8,interférer avec les communications d’ennemis,
http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norvégien,
http://data.europa.eu/esco/skill/82887396-e5bf-4306-af51-3fe8d82790b2,génie civil,
http://data.europa.eu/esco/skill/826770e6-9fa3-417d-bef2-8483d176b731,mettre en place un limon,
http://data.europa.eu/esco/skill/82c1ddba-af60-4061-a572-b33fc71d1baa,rendre divers services à la clientèle,répondre aux demandes de la clientèle|assister les clients en leur rendant de petits services|rendre divers services aux clients
http://data.europa.eu/esco/skill/82687768-3e70-40c4-8b83-dfde2a5258f8,coordonner des équipes de fabrication de moules,
http://data.europa.eu/esco/skill/82d83fd3-bd6b-4e09-8291-2e0f83e323f9,entretenir les attractions d’un parc de loisirs,
http://data.europa.eu/esco/skill/825999ab-104e-46d5-87ac-385cdd0b3ea2,faire l’acquisition d’équipements mécaniques,
http://data.europa.eu/esco/skill/824828a8-393d-4195-8b4f-862fe1cb6da5,aider les utilisateurs d’une piscine,
http://data.europa.eu/esco/skill/82d8cd8c-9609-4d2d-84cf-dcd9cc8c45a9,diriger des comédiens et une équipe de production,
http://data.europa.eu/esco/skill/82a61909-2729-4b06-a956-43a7642ebc20,processus de maltage,
http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84,mener des recherches quantitatives,
http://data.europa.eu/esco/skill/82e8931a-ba6c-4c14-9611-e56fca33a2b9,identifier des matériaux de construction à partir de plans,
http://data.europa.eu/esco/skill/82f6b2a3-45ca-4841-90d2-83169d7416ee,donner une forme à des éléments en tôle métallique,
http://data.europa.eu/esco/skill/82fadde2-45cc-4734-bace-dadafdeaa41f,étalonner du matériel de laboratoire,calibrer du matériel de laboratoire
http://data.europa.eu/esco/skill/82ea1455-ff29-43c8-8074-685fa2653144,tenir des registres de collecte de déchets,
http://data.europa.eu/esco/skill/82fc3feb-752b-4d49-803d-c08a717917aa,géophysique,
http://data.europa.eu/esco/skill/831b7626-0d0b-46b0-a3cd-c613b286f99f,procédé d’extraction de l’amidon du maïs,
http://data.europa.eu/esco/skill/834b8673-1498-4423-b748-7bb6dc312169,gérer la production de stock de ressources aquatiques,
http://data.europa.eu/esco/skill/83723a7f-e905-4d6c-82ba-f40ab873883d,faire montre de compétences interculturelles dans des services d’hébergement de loisirs,
http://data.europa.eu/esco/skill/83aedfbe-5a70-4188-a40f-47c3492105f6,décontaminer l’intérieur d’une ambulance,
http://data.europa.eu/esco/skill/83bf74c8-6d77-4aac-9a36-f3118a066e51,utiliser une poinçonneuse,
http://data.europa.eu/esco/skill/8349fc30-f3f3-4e6a-bd8a-df39f70168d0,adresse au tir,
http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,Microsoft Visual C++,
http://data.europa.eu/esco/skill/839f83c2-e9fc-4633-9795-601fcbd99c72,pièces de postes d'aiguillage,
http://data.europa.eu/esco/skill/83d57165-ecba-4a8b-ad28-e71630f961a0,informer le public sur la sécurité routière,
http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,utiliser l’apprentissage automatique,
http://data.europa.eu/esco/skill/8394fefb-f62a-48c0-a156-3117cefdb9b3,élaborer des politiques économiques,
http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26,innover dans les TIC,
http://data.europa.eu/esco/skill/83d9f34d-d362-4b8c-993a-aa8a8be407f4,organiser la sécurité de biens lors d’une vente aux enchères,
http://data.europa.eu/esco/skill/8353579b-20e3-440a-874d-178ccc574cdc,assurer l’inspection précise des bagages dans les aérodromes,
http://data.europa.eu/esco/skill/8360f128-ef04-41f6-8fd0-203f41dc05dc,recevoir des autorisations appropriées pour l’utilisation d’exemples d’enregistrements audiovisuels,
http://data.europa.eu/esco/skill/83c92faa-7ad7-42fa-9229-4eb6fc9719c1,gérer la planification aérienne,
http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98,modélisation orientée services,saas|logiciel à la demande|paas|modèles orientés services|architecture orientée services|logiciel en tant que service|iaas
http://data.europa.eu/esco/skill/83af38e4-2f70-4ad8-96d2-b4c4830d09eb,détention de mineurs,
http://data.europa.eu/esco/skill/83cc70a1-c080-4a92-85e8-efba52a6fce9,enseigner dans un établissement d’enseignement secondaire,
http://data.europa.eu/esco/skill/83e6510b-ffeb-4aec-959c-4265fd0ff7b7,veiller aux détails,s'attacher aux détails
http://data.europa.eu/esco/skill/83259f23-b896-46c6-a972-4d63f2128559,donner des conseils sur l’entreprise sociale,
http://data.europa.eu/esco/skill/83a9bcba-f2bc-40d6-a5d0-fc870e7b4f0e,peindre le pont de navires,
http://data.europa.eu/esco/skill/835a88b8-3a49-47b2-8a86-6d58cf42757c,réaliser une transplantation de cellules souches,
http://data.europa.eu/esco/skill/83a7b66e-d55c-4820-bf5d-07f04caab38d,surveiller les chauffeurs,
http://data.europa.eu/esco/skill/837051a5-3ee9-4e32-b627-e3ba4f1b42bc,mettre en œuvre des plans de gestion de pelouses destinées à la pratique sportive,
http://data.europa.eu/esco/skill/834b0f0e-2fab-43d3-be21-63681d74b3f1,prescrire une thérapie topique,prescrire un traitement topique
http://data.europa.eu/esco/skill/83c88276-6eb9-4749-94e5-5155bd475d51,adapter un enregistrement vocal à un document audio,
http://data.europa.eu/esco/skill/839f05ab-c8e0-4893-8b41-9fcae53e71f3,adapter un texte à la culture d’un pays,
http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,supprimer un virus informatique ou un logiciel malveillant d’un ordinateur,
http://data.europa.eu/esco/skill/833a055a-1354-4ced-bc3a-38648e373478,victimologie,
http://data.europa.eu/esco/skill/83331548-2159-4b87-9177-c3cb29978540,inspecter des arbres,
http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,superviser le développement d’un logiciel,
http://data.europa.eu/esco/skill/838ed955-7423-4008-a49c-9c680cadbd1e,réaliser des soins esthétiques,
http://data.europa.eu/esco/skill/835ddbb1-7dbb-4b6d-9c84-2dc300488857,allumer des jets de gaz auxiliaires,
http://data.europa.eu/esco/skill/83e2e8e7-e32c-4ad6-8c04-60726a60a899,réaliser des mesures géophysiques électriques,
http://data.europa.eu/esco/skill/834c3caf-077c-4d38-883f-1baa2e470efa,"cuirs, peaux et articles en cuir",
http://data.europa.eu/esco/skill/8330c86e-63cf-4be6-849f-4f77628cc5c5,satisfaire les clients,
http://data.europa.eu/esco/skill/83e46367-f250-45b4-b0af-b1da42c1f3ec,planifier et affecter des chauffeurs,
http://data.europa.eu/esco/skill/8417ca3f-dedc-4bc8-b86f-4e8009ce00f5,traiter des enveloppes,
http://data.europa.eu/esco/skill/83f93b06-ca8c-4f48-9f18-5af1d2ff1db6,mécanique des trolleybus,
http://data.europa.eu/esco/skill/83e97138-899a-4af8-9187-47823e875841,respecter des obligations légales,
http://data.europa.eu/esco/skill/83fbfa2f-0eb7-4667-a574-d12e3b7fdc2b,obtenir des licences pour l’utilisation d’armes,
http://data.europa.eu/esco/skill/84026501-2f05-4ef1-8a12-f481e4f66e82,faire fonctionner une installation de lavage,
http://data.europa.eu/esco/skill/840ea882-439c-4fa9-b219-edbe0607fe60,météorologie,
http://data.europa.eu/esco/skill/83f713fb-2650-441f-8e5d-552e88b9f382,utiliser des équipements de signalisation de trains,
http://data.europa.eu/esco/skill/84025201-b011-4bd1-a9ee-b174394f5d9d,installer des systèmes d’avertissement autour d’un site de plongée,
http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,efficacité énergétique,performance énergétique
http://data.europa.eu/esco/skill/841ec8d9-ff33-4e76-af59-27ace79c2932,classification des groupes sanguins,
http://data.europa.eu/esco/skill/84324095-c722-44c4-a662-7155312f153f,gérer les séquelles neuropsychiatriques d’un AVC,gérer les séquelles neuropsychiatriques d’un accident vasculaire cérébral|gérer les séquelles neuropsychiatriques d’une attaque cérébrale
http://data.europa.eu/esco/skill/84813d49-6af2-48d8-9ef8-50925824ca20,créer des possibilités de progression en sport,
http://data.europa.eu/esco/skill/84d25d1f-cabf-48f5-bb54-bf811f279379,empêcher la contrebande,empêcher le marché noir
http://data.europa.eu/esco/skill/84e953cf-6e59-4bae-8e4d-7582baaedd8d,respecter la réglementation sur l’exportation vers différents pays,
http://data.europa.eu/esco/skill/849c8e8f-0416-4604-85af-8520d93b17f5,utiliser une raboteuse,
http://data.europa.eu/esco/skill/8451e715-da80-49ca-a292-ef78959dc276,dangers des activités de guidage au sol,
http://data.europa.eu/esco/skill/84cbdc3d-b66e-45e0-afc7-d2dda17f2334,informer sur les réactions allergiques aux produits anesthésiants,
http://data.europa.eu/esco/skill/84295dbe-16b0-47e8-af9e-67ee1801673d,détecter des menaces de terrorisme,
http://data.europa.eu/esco/skill/84c52ee9-3eed-4f6c-983c-456e818c65f3,déchiffrer des poinçons,
http://data.europa.eu/esco/skill/84bbad5b-6560-440a-89f0-0e61729e80a0,mixer le son en direct,
http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,IBM Informix,
http://data.europa.eu/esco/skill/844f46e1-1fe3-4975-a788-54d2b36ed0af,nettoyer des systèmes d’assainissement,
http://data.europa.eu/esco/skill/849d8ce0-d362-4e39-943b-9d1150cdf3a7,principes de stabilité d'un navire,
http://data.europa.eu/esco/skill/8474d1d3-1fea-43b2-b6ed-5b961faabe9e,traiter les organes d’animaux d’élevage,
http://data.europa.eu/esco/skill/848c6821-5578-4104-9060-f1bf75bb3a80,apporter des soins complets aux patients atteints de problèmes chirurgicaux,
http://data.europa.eu/esco/skill/84605f91-5ab4-4965-a1ad-cdc1901a820d,procédures des services de marketing,procédures des services commerciaux
http://data.europa.eu/esco/skill/84e2d9f8-ab87-4332-98d2-872c4258dec6,superviser des artistes,
http://data.europa.eu/esco/skill/84dfe7a9-2765-44c6-a5dd-d03c4e1a65c0,effectuer une biopsie,
http://data.europa.eu/esco/skill/84f73180-4a45-49f4-9140-cb49bbc29531,régler les commandes d’un scanner,
http://data.europa.eu/esco/skill/848b5879-10af-4e3a-bfbf-263956b4ebf3,procédures des services de gestion,procédures des services de direction|procédures des services de management
http://data.europa.eu/esco/skill/8496d258-bf95-4041-a3d7-1cc19b629d14,se mettre en relation avec des experts de l’industrie,
http://data.europa.eu/esco/skill/84a67aa9-1d83-4122-a381-cef8c770c8db,réinsertion professionnelle,
http://data.europa.eu/esco/skill/843ddc56-1a76-4f8c-846b-869ba4a0a7ea,contrôler le débit de substances utilisées pour la transformation d’huile,
http://data.europa.eu/esco/skill/842d7168-c18e-46c4-b297-0e41ad04f4eb,handicap moteur,mobilité réduite|déficience motrice|trouble moteur
http://data.europa.eu/esco/skill/844e9480-7aef-49f6-9260-d88c27249241,multiplier des plantes,multiplier des végétaux
http://data.europa.eu/esco/skill/84280b98-75f7-417d-9a74-7ba278c380e5,assurer la lubrification de machines pour un fonctionnement constant,
http://data.europa.eu/esco/skill/847c127a-eb2d-460f-80c8-de57ddb26833,déterminer un point de séparation,
http://data.europa.eu/esco/skill/84b32942-ca96-4f96-8209-befd9e0b22d4,effectuer l’entretien de locomotives,
http://data.europa.eu/esco/skill/846f6e5c-1a74-491d-b756-753c01d785dd,réaliser des activités de service après-vente,
http://data.europa.eu/esco/skill/84ce84bc-331d-4852-99ea-54f4924bb35c,ensemencer un terrain,
http://data.europa.eu/esco/skill/8488927c-e4ba-4781-8b97-453ca50e7552,assister des passagers,
http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f,créer des schémas de base de données,créer un schéma de base de données|créer des diagrammes de base de données|créer le schéma de la base de données|créer des projets de base de données|créer des modèles de base de données
http://data.europa.eu/esco/skill/8460496d-aa54-495f-af9a-a4b571a5f994,appliquer des techniques d’ergothérapie,
http://data.europa.eu/esco/skill/84bdef0f-b989-4f9e-84ef-40306f20cfbb,superviser l’entretien d’installations sportives,
http://data.europa.eu/esco/skill/84fc058f-3a38-4a87-86c1-ce906660af31,fournir des informations aux passagers,
http://data.europa.eu/esco/skill/84cc8c9d-db57-42ec-8948-9b632bf06124,chimie des batteries,
http://data.europa.eu/esco/skill/84e1df68-529a-4dbf-9557-5c50de5b27c3,comprendre le hindi écrit,
http://data.europa.eu/esco/skill/8485ef31-f707-4452-a6ec-9dbf3837611f,génie optomécanique,ingénierie optomécanique
http://data.europa.eu/esco/skill/84e5a058-cbdb-4a8c-8ddd-f265bfce543e,pièces de machines à refouler,
http://data.europa.eu/esco/skill/84c99c9f-9865-4398-9a12-4fc92e212969,pratiquer l’escrime,
http://data.europa.eu/esco/skill/8520bff0-a5e7-47b2-8208-3d814b6ee3f0,utiliser des outils de sérigraphie pour les textiles,
http://data.europa.eu/esco/skill/852d758c-f222-4edc-99ad-31c9e3bd8079,dispenser une formation sur l’efficacité opérationnelle aux employés,
http://data.europa.eu/esco/skill/852e6830-f87c-4f35-b6d3-6aee31dc518c,effectuer un examen physique en urgence,
http://data.europa.eu/esco/skill/850a9b10-f080-4752-b57c-48f752daeec7,gérer des équipements de captage de naissains,
http://data.europa.eu/esco/skill/85038d57-1fdd-40de-b908-2c005545a8c3,SketchBook Pro,
http://data.europa.eu/esco/skill/8500852d-796a-44bd-9c1c-54c462e846fb,préparer des animaux aquatiques pour la récolte,
http://data.europa.eu/esco/skill/8538c0e3-902f-4e6f-a60c-0e1fd7e3a956,élaborer une structure organisationnelle,
http://data.europa.eu/esco/skill/850cf5c1-c064-4a68-807b-cb172343f33d,stocker des acides usagés,
http://data.europa.eu/esco/skill/8530bc53-aa57-41dc-9034-f1a7fa5e3881,faire enregistrer du courrier,
http://data.europa.eu/esco/skill/852e680d-917a-4beb-97b8-fa51560ad247,comparer le contenu d’expéditions avec la lettre de transport,
http://data.europa.eu/esco/skill/8600ac1c-f010-45ac-9b02-44f5bf65ce51,découper des couches de caoutchouc,
http://data.europa.eu/esco/skill/860be36a-d19b-4ba8-ae74-bc61b9f0bf63,négocier des questions de santé et de sécurité avec des tiers,
http://data.europa.eu/esco/skill/85616cc4-98bf-4355-9cf1-72ff11752848,développer un pilote d’appareil TIC,
http://data.europa.eu/esco/skill/860e85ee-5992-445a-b3d3-9bab524f7600,gérer des ressources pédagogiques,
http://data.europa.eu/esco/skill/85c11255-469f-41bd-a6d1-382bc4a87783,interpréter des textes techniques,
http://data.europa.eu/esco/skill/85ab0f6b-1404-4f82-90ee-c6aac0c1ef10,contrôler la documentation de la production alimentaire,
http://data.europa.eu/esco/skill/85692956-3b40-4b90-96bc-621fc7495533,foncer des pieux en acier,
http://data.europa.eu/esco/skill/86065a19-7537-4bd5-b41c-7e0638d67b58,respecter les normes de sécurité en milieu industriel,
http://data.europa.eu/esco/skill/85d25fab-148b-461a-93bd-0dabb4cb4dc2,planifier la rééducation physique d’animaux,
http://data.europa.eu/esco/skill/85a67bc3-708c-4eab-86f6-4529d01d12a6,contribuer au développement de systèmes biométriques,
http://data.europa.eu/esco/skill/857fefe9-c8f9-45d9-bf3b-923d46e15e64,sélectionner des pilotes de séries télévisées,
http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,niveaux de test logiciels,
http://data.europa.eu/esco/skill/855f15f1-3add-44b9-a724-7d0be617fdb2,donner des conseils sur l’évolution professionnelle,
http://data.europa.eu/esco/skill/85e129be-3a60-464c-9039-aa625b6a9f7d,remplir des bouteilles de gaz,
http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,réaliser une restauration environnementale,
http://data.europa.eu/esco/skill/85ac537a-9233-42cc-a6e8-73851e77d214,sélection directe à l’arrivée,SDA|numéro téléphonique public|DDI|DID|sélection directe des appels à l’arrivée|numéro d’appel direct
http://data.europa.eu/esco/skill/85aa1871-db96-42f7-801f-c39f924de2d7,organiser le travail par équipe,
